,"Trans Date and
Time",Value Date,Transaction Details,"Ref/Cheque
No",Debit,Credit,Balance,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,"Trans Date and
Value Date
Time","Ref/Cheque
Debit
Credit
Balance
No",Unnamed: 6
3,,,UPI/MOB/122512673243/UPI Transaction,,,,,,13/08/21,,,"1,500.00",,13/08/21 12:27,,"137,742.90Cr"
4,,,UPI/MOB/122512039471/UPI,,,,,,13/08/21,,,20.00,,13/08/21 12:40,,"137,722.90Cr"
5,,,"REF/POS-VISA/IOCL 0.75%
CASH/696367/110821",,,,,,13/08/21,,,,7.50,13/08/21 15:26,,"137,730.40Cr"
6,,,UPI/MOB/122517572147/UPI,,,,,,13/08/21,,,"10,200.00",,13/08/21 17:33,,"127,530.40Cr"
7,,,UPI/MOB/122552996992/UPI,,,,,,13/08/21,,,,"10,500.00",13/08/21 18:25,,"138,030.40Cr"
8,,,UPI/MOB/122518097463/UPI,,,,,,13/08/21,,,,3.00,13/08/21 18:29,,"138,033.40Cr"
9,,,UPI/MOB/122519075781/UPI,,,,,,13/08/21,,,53.00,,13/08/21 19:01,,"137,980.40Cr"
10,,,"UPI/MOB/122520093442/ZomatoOnlineOr
der",,,,,,13/08/21,,,220.00,,13/08/21 20:37,,"137,760.40Cr"
11,,,REV/TC/UPI/118112957544/30062021,,,,,,13/08/21,,,"4,200.00",,13/08/21 21:02,,"133,560.40Cr"
12,,,REV/TC/UPI/119007816726/08072021,,,,,,13/08/21,,,"6,000.00",,13/08/21 21:02,,"127,560.40Cr"
13,,,UPI/MOB/122610544668/UPI,,,,,,14/08/21,,,"1,500.00",,14/08/21 10:58,,"126,060.40Cr"
14,,,"UPI/MOB/122613245236/Pay To
SUNEELKUMAR",,,,,,14/08/21,,,35.00,,14/08/21 13:47,,"126,025.40Cr"
15,,,UPI/MOB/122615853484/UPI,,,,,,14/08/21,,,240.00,,14/08/21 15:33,,"125,785.40Cr"
16,,,UPI/MOB/122607135333/UPI,,,,,,14/08/21,,,,"6,000.00",14/08/21 18:06,,"131,785.40Cr"
17,,,UPI/MOB/122618718880/UPI,,,,,,14/08/21,,,600.00,,14/08/21 18:46,,"131,185.40Cr"
18,,,UPI/MOB/122620884546/UPI,,,,,,14/08/21,,,600.00,,14/08/21 20:25,,"130,585.40Cr"
19,,,UPI/MOB/122621513334/UPI,,,,,,14/08/21,,,"10,000.00",,14/08/21 21:24,,"120,585.40Cr"
20,,,UPI/MOB/122771983472/Upi Transaction,,,,,,15/08/21,,,"1,500.00",,15/08/21 11:35,,"119,085.40Cr"
21,,,"UPI/MOB/122711212077/Earned for using
Google Pay",,,,,,15/08/21,,,,4.00,15/08/21 11:37,,"119,089.40Cr"
22,,,"POS-VISA/A AND K
ENTERPRISES/122706252761",,,,,,15/08/21,,,"8,860.00",,15/08/21 12:11,,"110,229.40Cr"
23,,,POS-VISA/WESTSIDE./122708256336,,,,,,15/08/21,,,"2,797.00",,15/08/21 13:43,,"107,432.40Cr"
24,,,UPI/MOB/122714356813/UPI,,,,,,15/08/21,,,"5,000.00",,15/08/21 14:38,,"102,432.40Cr"
25,,,UPI/MOB/122715879591/UPI,,,,,,15/08/21,,,"25,000.00",,15/08/21 15:04,,"77,432.40Cr"
26,,,UPI/MOB/122715837310/Pay To SECURE,,,,,,15/08/21,,,100.00,,15/08/21 15:52,,"77,332.40Cr"
0,,,PARKING SOLUT,,,,,,,,,,,,,
1,,,UPI/MOB/122716821619/UPI,,,,,,15/08/21,,,"2,053.00",,15/08/21 16:41,,"75,279.40Cr"
2,,,"POS-VISA/PARADISE
LIQUORS/122713530183",,,,,,15/08/21,,,"1,400.00",,15/08/21 19:09,,"73,879.40Cr"
3,,,"UPI/MOB/122719399933/Pay to BharatPe
Merchant",,,,,,15/08/21,,,180.00,,15/08/21 19:11,,"73,699.40Cr"
4,,,UPI/MOB/122720898977/UPI,,,,,,15/08/21,,,123.00,,15/08/21 20:02,,"73,576.40Cr"
5,,,UPI/MOB/122809261389/UPI,,,,,,16/08/21,,,1.00,,16/08/21 09:23,,"73,575.40Cr"
6,,,UPI/MOB/122809581729/UPI,,,,,,16/08/21,,,"10,000.00",,16/08/21 09:38,,"63,575.40Cr"
7,,,UPI/MOB/122810627284/OLACABS,,,,,,16/08/21,,,1.00,,16/08/21 10:25,,"63,574.40Cr"
8,,,"POS-VISA/A AND K
ENTERPRISES/122807044704",,,,,,16/08/21,,,"6,179.00",,16/08/21 12:59,,"57,395.40Cr"
9,,,UPI/MOB/122885443568/UPI,,,,,,16/08/21,,,,"12,600.00",16/08/21 14:35,,"69,995.40Cr"
10,,,"IMPS-RIB/Fund
Trf/122818701373/ULTIMATE HIMALAYA
VENTURE/34876312115SBIN/",,,,,,16/08/21,,,"5,000.00",,16/08/21 18:51,,"64,995.40Cr"
11,,,UPI/MOB/122819218117/UPI,,,,,,16/08/21,,,60.00,,16/08/21 19:08,,"64,935.40Cr"
12,,,"ATM-NFS/CASH WITHDRAWAL/PEER
MUCH/122819010299",,,,,,16/08/21,,,"1,000.00",,16/08/21 19:13,,"63,935.40Cr"
13,,,UPI/MOB/122819508302/UPI,,,,,,16/08/21,,,45.00,,16/08/21 19:17,,"63,890.40Cr"
14,,,UPI/MOB/122822214264/UPI,,,,,,16/08/21,,,,"6,000.00",16/08/21 22:02,,"69,890.40Cr"
15,,,UPI/MOB/122822675234/UPI,,,,,,16/08/21,,,,7.06,16/08/21 22:28,,"69,897.46Cr"
16,,,"Charge:Cash Wdl at Other
ATM/Inv0607211634439121/29-JUL-2021/",,,,,,17/08/21,,,20.00,,17/08/21 07:51,,"69,877.46Cr"
17,,,"CGST on Charge:Cash Wdl at Other
ATM/Inv0607211634439121/29-JUL-2021/",,,,,,17/08/21,,,1.80,,17/08/21 07:51,,"69,875.66Cr"
18,,,"SGST on Charge:Cash Wdl at Other
ATM/Inv0607211634439121/29-JUL-2021/",,,,,,17/08/21,,,1.80,,17/08/21 07:51,,"69,873.86Cr"
19,,,UPI/MOB/122910005526/UPI Transaction,,,,,,17/08/21,,,"1,500.00",,17/08/21 10:01,,"68,373.86Cr"
20,,,"UPI/MOB/122938932612/Ladakh Trip
Advance",,,,,,17/08/21,,,,"13,500.00",17/08/21 11:54,,"81,873.86Cr"
21,,,"Temporary
Credit/UPI/122621513334/14082021",,,,,,14/08/21,,,,"10,000.00",17/08/21 17:44,,"91,873.86Cr"
22,,,UPI/MOB/122918437886/UPI,,,,,,17/08/21,,,"2,500.00",,17/08/21 18:12,,"89,373.86Cr"
23,,,UPI/MOB/123011950887/UPI,,,,,,18/08/21,,,"1,500.00",,18/08/21 11:01,,"87,873.86Cr"
0,18/08/21 13:16,18/08/21,UPI/MOB/123013561613/AirtelMoney,,100.00,,"87,773.86Cr",,,,,,,,,
1,18/08/21 14:34,18/08/21,"UPI/MOB/123024172390/Jince and
Reshma TheTouring M",,,"65,000.00","152,773.86Cr",,,,,,,,,
2,18/08/21 16:49,18/08/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1230117310",,600.00,,"152,173.86Cr",,,,,,,,,
3,18/08/21 17:22,18/08/21,UPI/MOB/123017745093/UPI,,"1,000.00",,"151,173.86Cr",,,,,,,,,
4,18/08/21 17:23,18/08/21,UPI/MOB/123017757318/UPI,,,8.00,"151,181.86Cr",,,,,,,,,
5,18/08/21 17:25,18/08/21,UPI/MOB/123017835189/UPI,,,"19,500.00","170,681.86Cr",,,,,,,,,
6,18/08/21 17:56,18/08/21,"REF/Credit Adjustment/122810627284/16-
08-2021",,,1.00,"170,682.86Cr",,,,,,,,,
7,18/08/21 18:25,18/08/21,UPI/MOB/123018466199/UPI,,270.00,,"170,412.86Cr",,,,,,,,,
8,18/08/21 18:32,18/08/21,"POS-VISA/ATO*RAJESH AND
CO/123018173559",,750.00,,"169,662.86Cr",,,,,,,,,
9,18/08/21 19:04,18/08/21,UPI/MOB/123019664830/UPI,,60.00,,"169,602.86Cr",,,,,,,,,
10,18/08/21 19:14,18/08/21,"POS-VISA/ATO*RAJESH AND
CO/123019294834",,900.00,,"168,702.86Cr",,,,,,,,,
11,18/08/21 19:41,18/08/21,UPI/MOB/123019880778/UPI,,"4,000.00",,"164,702.86Cr",,,,,,,,,
12,19/08/21 11:07,19/08/21,UPI/MOB/123119092543/Upi Transaction,,"1,500.00",,"163,202.86Cr",,,,,,,,,
13,19/08/21 12:52,19/08/21,UPI/MOB/123112174374/UPI,,"1,050.00",,"162,152.86Cr",,,,,,,,,
14,19/08/21 14:58,19/08/21,UPI/MOB/123114409580/UPI,,100.00,,"162,052.86Cr",,,,,,,,,
15,19/08/21 15:11,19/08/21,"POS-VISA/NEELGIRI
RESORTS/123115558269",,"2,200.00",,"159,852.86Cr",,,,,,,,,
16,20/08/21 08:45,20/08/21,UPI/MOB/123208918809/UPI,,"1,500.00",,"158,352.86Cr",,,,,,,,,
17,20/08/21 12:29,20/08/21,"IMPS-RIB/Fund Trf/123212186599/Mr
PHUNCHOK
TSERING/30486475490SBIN/21stgroupad
vance",,"25,000.00",,"133,352.86Cr",,,,,,,,,
18,20/08/21 12:31,20/08/21,"IMPS-RIB/Fund Trf/123212186908/Aarif
Hussain
Radhu/002901519209ICIC/21staugustgrou
padvance",,"20,000.00",,"113,352.86Cr",,,,,,,,,
19,20/08/21 15:57,20/08/21,"UPI/MOB/123280016413/collect-pay-
request",,"15,000.00",,"98,352.86Cr",,,,,,,,,
20,20/08/21 15:59,20/08/21,"UPI/MOB/123280033726/collect-pay-
request",,"14,500.00",,"83,852.86Cr",,,,,,,,,
21,20/08/21 16:31,20/08/21,"IMPS-MOB/Fund
Trf/123216327192/34116625/157087803952
/",,,"9,000.00","92,852.86Cr",,,,,,,,,
0,20/08/21 16:42,20/08/21,"POS-VISA/ATO*RAJESH AND
CO/123216635525",,550.00,,"92,302.86Cr",,,,,,,,,
1,20/08/21 16:46,20/08/21,UPI/MOB/123216885523/UPI,,440.00,,"91,862.86Cr",,,,,,,,,
2,21/08/21 12:18,21/08/21,UPI/MOB/123343340620/Upi Transaction,,"1,500.00",,"90,362.86Cr",,,,,,,,,
3,21/08/21 12:24,21/08/21,"POS-VISA/NEELGIRI
RESORTS/123312963792",,"4,478.00",,"85,884.86Cr",,,,,,,,,
4,21/08/21 12:24,21/08/21,"POS-VISA/NEELGIRI RESORTS-
CANCELLED/123312963792",,,"4,478.00","90,362.86Cr",,,,,,,,,
5,21/08/21 12:25,21/08/21,"POS-VISA/NEELGIRI
RESORTS/123312966284",,"4,478.00",,"85,884.86Cr",,,,,,,,,
6,21/08/21 13:57,21/08/21,UPI/MOB/123313295541/UPI,,,5.00,"85,889.86Cr",,,,,,,,,
7,21/08/21 13:58,21/08/21,UPI/MOB/123313321550/UPI,,,5.00,"85,894.86Cr",,,,,,,,,
8,21/08/21 14:55,21/08/21,UPI/MOB/123314737783/UPI,,27.00,,"85,867.86Cr",,,,,,,,,
9,21/08/21 16:14,21/08/21,UPI/MOB/123316697762/UPI,,180.00,,"85,687.86Cr",,,,,,,,,
10,21/08/21 18:35,21/08/21,"POS-VISA/ATO*RAJESH AND
CO/123318905787",,650.00,,"85,037.86Cr",,,,,,,,,
11,21/08/21 18:38,21/08/21,"POS-VISA/ATO*RAJESH AND
CO/123318916909",,180.00,,"84,857.86Cr",,,,,,,,,
12,21/08/21 18:57,21/08/21,UPI/MOB/123318194940/UPI,,100.00,,"84,757.86Cr",,,,,,,,,
13,21/08/21 19:12,21/08/21,UPI/MOB/123348965772/UPI,,,190.00,"84,947.86Cr",,,,,,,,,
14,22/08/21 11:53,22/08/21,UPI/MOB/123411387687/UPI,,"2,500.00",,"82,447.86Cr",,,,,,,,,
15,22/08/21 19:02,22/08/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1234133759",,85.00,,"82,362.86Cr",,,,,,,,,
16,22/08/21 19:07,22/08/21,"POS-VISA/KRISHAN KUMAR
GARG/123419673462",,800.00,,"81,562.86Cr",,,,,,,,,
17,22/08/21 19:11,22/08/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/123419020546",,"10,000.00",,"71,562.86Cr",,,,,,,,,
18,22/08/21 19:12,22/08/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/123419020816",,"10,000.00",,"61,562.86Cr",,,,,,,,,
19,22/08/21 19:14,22/08/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/123419021117",,"10,000.00",,"51,562.86Cr",,,,,,,,,
20,22/08/21 19:15,22/08/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/123419021371",,"10,000.00",,"41,562.86Cr",,,,,,,,,
21,22/08/21 19:16,22/08/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/123419021739",,"10,000.00",,"31,562.86Cr",,,,,,,,,
22,22/08/21 20:54,22/08/21,"IMPS-MOB/Fund
Trf/123420941384/34116625/15708780395
2/",,,"20,000.00","51,562.86Cr",,,,,,,,,
0,23/08/21 08:54,23/08/21,UPI/MOB/123563802540/Upi Transaction,,"1,500.00",,"50,062.86Cr",,,,,,,,,
1,23/08/21 08:55,23/08/21,UPI/MOB/123508869459/UPI,,,5.00,"50,067.86Cr",,,,,,,,,
2,23/08/21 09:42,23/08/21,"POS-VISA/VEER SHYAM
SINGH/123504204570",,"1,000.00",,"49,067.86Cr",,,,,,,,,
3,23/08/21 10:47,23/08/21,UPI/MOB/123510265806/UPI,,,"10,000.00","59,067.86Cr",,,,,,,,,
4,23/08/21 10:48,23/08/21,UPI/MOB/123510272951/UPI,,,"5,000.00","64,067.86Cr",,,,,,,,,
5,23/08/21 12:16,23/08/21,"ATM-NFS/CASH
WITHDRAWAL/DISTRCIT/123512180379",,"10,000.00",,"54,067.86Cr",,,,,,,,,
6,23/08/21 12:17,23/08/21,"ATM-NFS/CASH
WITHDRAWAL/DISTRCIT/123512180380",,"10,000.00",,"44,067.86Cr",,,,,,,,,
7,23/08/21 12:40,23/08/21,UPI/MOB/123512124136/UPI,,"4,000.00",,"40,067.86Cr",,,,,,,,,
8,23/08/21 12:45,23/08/21,"IMPS-MOB/Fund
Trf/123512060388/34116625/15708780395
2/",,,"10,000.00","50,067.86Cr",,,,,,,,,
9,23/08/21 16:54,23/08/21,UPI/MOB/123516144472/UPI,,"15,000.00",,"35,067.86Cr",,,,,,,,,
10,23/08/21 16:54,23/08/21,UPI/MOB/123516152797/UPI,,"15,000.00",,"20,067.86Cr",,,,,,,,,
11,23/08/21 16:54,23/08/21,UPI/MOB/123516158340/UPI,,"10,000.00",,"10,067.86Cr",,,,,,,,,
12,25/08/21 14:34,25/08/21,"REF/POS-VISA/VEER SHYAM
SING/915278/230821",,,7.50,"10,075.36Cr",,,,,,,,,
13,27/08/21 14:24,27/08/21,UPI/MOB/123945522049/AirtelMoney,,750.00,,"9,325.36Cr",,,,,,,,,
14,28/08/21 09:43,28/08/21,"UPI/MOB/124056533467/Earned for using
Google Pay",,,4.00,"9,329.36Cr",,,,,,,,,
15,28/08/21 09:50,28/08/21,UPI/MOB/124056621228/UPI Transaction,,"1,500.00",,"7,829.36Cr",,,,,,,,,
16,28/08/21 10:47,28/08/21,"IMPS-RIB/Fund Trf/124010112785/lav
gupta/157087803952INDB/",,1.00,,"7,828.36Cr",,,,,,,,,
17,28/08/21 12:27,28/08/21,UPI/MOB/124059081155/UPI,,"1,900.00",,"5,928.36Cr",,,,,,,,,
18,28/08/21 12:53,28/08/21,UPI/MOB/124059515849/UPI,,160.00,,"5,768.36Cr",,,,,,,,,
19,28/08/21 14:02,28/08/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1240083174",,280.00,,"5,488.36Cr",,,,,,,,,
20,29/08/21 11:11,29/08/21,UPI/MOB/124172854339/UPI,,"1,500.00",,"3,988.36Cr",,,,,,,,,
21,29/08/21 17:40,29/08/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1241128294",,235.00,,"3,753.36Cr",,,,,,,,,
22,29/08/21 17:46,29/08/21,"POS-VISA/KRISHAN KUMAR
GARG/124117386816",,700.00,,"3,053.36Cr",,,,,,,,,
23,29/08/21 18:12,29/08/21,"POS-VISA/TRUCK SUPPLIERS CORPORPIN
-PINJ/1241128465",,496.25,,"2,557.11Cr",,,,,,,,,
0,29/08/21 18:36,29/08/21,UPI/MOB/124179052641/AirtelMoney,,100.00,,"2,457.11Cr",,,,,,,,,
1,29/08/21 18:52,29/08/21,UPI/MOB/124179339099/UPI,,150.00,,"2,307.11Cr",,,,,,,,,
2,29/08/21 19:12,29/08/21,UPI/MOB/124179698731/UPI,,260.00,,"2,047.11Cr",,,,,,,,,
3,30/08/21 11:49,30/08/21,UPI/MOB/124291169375/Upi Transaction,,"1,500.00",,547.11Cr,,,,,,,,,
4,30/08/21 12:56,30/08/21,UPI/MOB/124288376914/UPI,,"1,150.00",,602.89Dr,,,,,,,,,
5,30/08/21 13:09,30/08/21,UPI/MOB/124288584022/UPI,,140.00,,742.89Dr,,,,,,,,,
6,30/08/21 14:19,30/08/21,"UPI/MOB/124289689834/ZomatoOnlineOr
der",,143.50,,886.39Dr,,,,,,,,,
7,30/08/21 19:05,30/08/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1242132356",,35.00,,921.39Dr,,,,,,,,,
8,30/08/21 19:09,30/08/21,"POS-VISA/KRISHAN KUMAR
GARG/124219328078",,700.00,,"1,621.39Dr",,,,,,,,,
9,31/08/21 11:26,31/08/21,UPI/MOB/124301901364/UPI,,"1,500.00",,"3,121.39Dr",,,,,,,,,
10,31/08/21 15:43,31/08/21,UPI/MOB/124306036029/UPI,,500.00,,"3,621.39Dr",,,,,,,,,
11,31/08/21 21:15,31/08/21,UPI/MOB/124312136745/AirtelMoney,,350.00,,"3,971.39Dr",,,,,,,,,
12,31/08/21 03:39,31/08/21,DEBIT INTEREST TRANSACTION,,1.00,,"3,972.39Dr",,,,,,,,,
13,31/08/21 03:39,31/08/21,MONTHLY SAVINGS INTEREST CREDIT,,,249.00,"3,723.39Dr",,,,,,,,,
14,01/09/21 11:23,01/09/21,UPI/MOB/124418210064/UPI,,"1,500.00",,"5,223.39Dr",,,,,,,,,
15,01/09/21 11:24,01/09/21,UPI/MOB/124418224535/UPI,,,7.00,"5,216.39Dr",,,,,,,,,
16,01/09/21 17:10,01/09/21,"POS-VISA/PARADISE
LIQUORS/124411748883",,700.00,,"5,916.39Dr",,,,,,,,,
17,01/09/21 22:08,01/09/21,UPI/MOB/124429953370/Zomato payment,,254.99,,"6,171.38Dr",,,,,,,,,
18,02/09/21 10:10,02/09/21,"IMPS-INET/Fund
Trf/124510214578/ATULRAI/881039660183
/charukhare",,,"15,000.00","8,828.62Cr",,,,,,,,,
19,02/09/21 11:37,02/09/21,UPI/MOB/124535180801/UPI,,"1,500.00",,"7,328.62Cr",,,,,,,,,
20,03/09/21 10:58,03/09/21,UPI/MOB/124651354378/UPI,,"1,500.00",,"5,828.62Cr",,,,,,,,,
21,03/09/21 19:48,03/09/21,UPI/MOB/124661645393/UPI,,"5,500.00",,328.62Cr,,,,,,,,,
22,03/09/21 22:05,03/09/21,UPI/MOB/124664171064/Zomato payment,,582.00,,253.38Dr,,,,,,,,,
23,04/09/21 11:11,04/09/21,UPI/MOB/124758426497/Upi Transaction,,"1,500.00",,"1,753.38Dr",,,,,,,,,
24,04/09/21 19:15,04/09/21,"POS-VISA/KRISHAN KUMAR
GARG/124719588551",,700.00,,"2,453.38Dr",,,,,,,,,
25,04/09/21 22:02,04/09/21,UPI/MOB/124780563424/Zomato payment,,149.25,,"2,602.63Dr",,,,,,,,,
0,05/09/21 11:58,05/09/21,UPI/MOB/124886366273/UPI,,"1,500.00",,"4,102.63Dr",,,,,,,,,
1,05/09/21 13:15,05/09/21,"UPI/MOB/124887781785/ZomatoOnlineOrd
er",,121.00,,"4,223.63Dr",,,,,,,,,
2,05/09/21 20:08,05/09/21,UPI/MOB/124895063290/UPI,,20.00,,"4,243.63Dr",,,,,,,,,
3,05/09/21 21:30,05/09/21,"UPI/MOB/124896519582/ZomatoOnlineOr
der",,138.25,,"4,381.88Dr",,,,,,,,,
4,06/09/21 08:22,06/09/21,UPI/MOB/124984337586/Upi Transaction,,"1,000.00",,"5,381.88Dr",,,,,,,,,
5,06/09/21 09:57,06/09/21,"POS-VISA/VEER SHYAM SINGH
FILLIPANCHAKU/1249044022",,"1,000.00",,"6,381.88Dr",,,,,,,,,
6,06/09/21 10:50,06/09/21,"IMPS-MOB/Fund
Trf/124910950879/MrANJALIKABHATT/0
0000061313176964/MOBUA0418783840",,,"4,500.00","1,881.88Dr",,,,,,,,,
7,06/09/21 13:55,06/09/21,UPI/MOB/124904860631/UPI,,500.00,,"2,381.88Dr",,,,,,,,,
8,06/09/21 17:10,06/09/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1249117746",,600.00,,"2,981.88Dr",,,,,,,,,
9,06/09/21 17:14,06/09/21,"POS-VISA/KRISHAN KUMAR
GARG/124917221984",,700.00,,"3,681.88Dr",,,,,,,,,
10,06/09/21 18:13,06/09/21,"POS-VISA/JAI HIND FILLING
STATISOLAN/124918272254",,500.00,,"4,181.88Dr",,,,,,,,,
11,06/09/21 19:38,06/09/21,UPI/MOB/124913357406/UPI,,200.00,,"4,381.88Dr",,,,,,,,,
12,07/09/21 12:49,07/09/21,UPI/MOB/125023283479/UPI,,"1,470.00",,"5,851.88Dr",,,,,,,,,
13,07/09/21 14:02,07/09/21,POS-VISA/MEHFIL/125008445154,,750.00,,"6,601.88Dr",,,,,,,,,
14,07/09/21 14:36,07/09/21,UPI/MOB/125025338205/UPI,,26.00,,"6,627.88Dr",,,,,,,,,
15,07/09/21 14:53,07/09/21,UPI/MOB/125004015969/Upi Transaction,,"1,000.00",,"7,627.88Dr",,,,,,,,,
16,07/09/21 17:30,07/09/21,UPI/MOB/125006415879/UPI,,,"3,000.00","4,627.88Dr",,,,,,,,,
17,07/09/21 19:27,07/09/21,"POS-VISA/ATO*RAJESH AND
CO/125019302959",,910.00,,"5,537.88Dr",,,,,,,,,
18,07/09/21 19:31,07/09/21,UPI/MOB/125031540115/UPI,,225.00,,"5,762.88Dr",,,,,,,,,
19,08/09/21 15:05,08/09/21,"REF/POS-VISA/VEER SHYAM
SING/565216/060921",,,7.50,"5,755.38Dr",,,,,,,,,
20,08/09/21 15:08,08/09/21,"REF/POS-VISA/JAI HIND
FILLIN/677309/060921",,,3.75,"5,751.63Dr",,,,,,,,,
21,08/09/21 17:41,08/09/21,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/125117014583",,"6,000.00",,"11,751.63Dr",,,,,,,,,
22,08/09/21 19:20,08/09/21,UPI/MOB/125149056668/UPI,,50.00,,"11,801.63Dr",,,,,,,,,
23,08/09/21 19:21,08/09/21,"UPI/MOB/125149080748/Rewarded for
making a payment",,,11.00,"11,790.63Dr",,,,,,,,,
0,,,GARG/102918210596,,,,,,,,,,,,,
1,,,"IMPS-RIB/Fund Trf/102920174392/lav
gupta/157087803952INDB/",,,,,,29/01/21,,,"8,000.00",,29/01/21 20:08,,"100,707.61Cr"
2,,,UPI/MOB/103009436927/AirtelMoney,,,,,,30/01/21,,,200.00,,30/01/21 09:01,,"100,507.61Cr"
3,,,"POS-VISA/CHANDEL FILLING
STATIOPARWANOO/1030105087",,,,,,30/01/21,,,500.00,,30/01/21 10:41,,"100,007.61Cr"
4,,,UPI/MOB/103011907334/UPI,,,,,,30/01/21,,,800.00,,30/01/21 11:37,,"99,207.61Cr"
5,,,"POS-VISA/RAMESH
SERVICE/103009422833",,,,,,30/01/21,,,"1,000.00",,30/01/21 14:30,,"98,207.61Cr"
6,,,UPI/MOB/103016318404/UPI,,,,,,30/01/21,,,"4,578.00",,30/01/21 16:34,,"93,629.61Cr"
7,,,"ATM-NFS/CASH WITHDRAWAL/PNB
SHOGH/103016818130",,,,,,30/01/21,,,"5,000.00",,30/01/21 16:46,,"88,629.61Cr"
8,,,"POS-VISA/STERLING HOLIDAY
RESORSHIMLA/103105138153",,,,,,31/01/21,,,"2,852.00",,31/01/21 10:58,,"85,777.61Cr"
9,,,"UPI/MOB/103115389999/UPI Transaction
for 75673737",,,,,,31/01/21,,,"3,975.00",,31/01/21 15:24,,"81,802.61Cr"
10,,,"POS-VISA/HOTEL
MARIGOLD/103211576647",,,,,,01/02/21,,,"1,548.00",,01/02/21 11:39,,"80,254.61Cr"
11,,,"REF/POS-VISA/RAMESH SERVICE
/595429/300121",,,,,,01/02/21,,,,7.50,01/02/21 15:52,,"80,262.11Cr"
12,,,UPI/MOB/103300944455/UPI,,,,,,01/02/21,,,100.00,,01/02/21 00:43,,"80,162.11Cr"
13,,,UPI/MOB/103311899877/UPI,,,,,,02/02/21,,,"2,931.00",,02/02/21 11:38,,"77,231.11Cr"
14,,,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1033076989",,,,,,02/02/21,,,975.00,,02/02/21 12:38,,"76,256.11Cr"
15,,,"IMPS-MOB/Fund
Trf/103314701017/34116625/157087803952
/",,,,,,02/02/21,,,,"19,528.00",02/02/21 14:12,,"95,784.11Cr"
16,,,"REF/POS-VISA/CHANDEL
FILLING/543622/300121",,,,,,02/02/21,,,,3.75,02/02/21 15:08,,"95,787.86Cr"
17,,,POS-VISA/LA FUSION/103315418047,,,,,,02/02/21,,,"1,055.00",,02/02/21 20:51,,"94,732.86Cr"
18,,,"Charge:Cash Wdl at Other
ATM/Inv0612211264876341/30-DEC-2020",,,,,,03/02/21,,,20.00,,03/02/21 07:11,,"94,712.86Cr"
19,,,"CGST on Charge:Cash Wdl at Other
ATM/Inv0612211264876341/30-DEC-2020",,,,,,03/02/21,,,1.80,,03/02/21 07:11,,"94,711.06Cr"
20,,,"SGST on Charge:Cash Wdl at Other
ATM/Inv0612211264876341/30-DEC-2020",,,,,,03/02/21,,,1.80,,03/02/21 07:11,,"94,709.26Cr"
21,,,"UPI/MOB/103409054217/BhartiAirtelServi
cesLimitedOR",,,,,,03/02/21,,,470.00,,03/02/21 09:16,,"94,239.26Cr"
22,,,"Charge:Cash Wdl at Other
ATM/Inv0612211242540101/27-DEC-2020",,,,,,03/02/21,,,20.00,,03/02/21 10:08,,"94,219.26Cr"
0,,,,,,,,,,,,,,,,
1,,,"POS-VISA/ATO*RAJESH AND
CO/125120449716",,,,,,08/09/21,,,350.00,,08/09/21 20:19,,"12,140.63Dr"
2,,,"POS-VISA/ATO*RAJESH AND
CO/125122703016",,,,,,08/09/21,,,190.00,,08/09/21 22:51,,"12,330.63Dr"
3,,,UPI/MOB/125276953049/UPI,,,,,,09/09/21,,,,"2,800.00",09/09/21 06:30,,"9,530.63Dr"
4,,,UPI/MOB/125279537981/UPI,,,,,,09/09/21,,,,"5,000.00",09/09/21 11:10,,"4,530.63Dr"
5,,,"UPI/MOB/125230379836/collect-pay-
request",,,,,,09/09/21,,,"7,760.00",,09/09/21 11:15,,"12,290.63Dr"
6,,,UPI/MOB/125219233204/NA,,,,,,09/09/21,,,,"18,000.00",09/09/21 11:15,,"5,709.37Cr"
7,,,UPI/MOB/125231051791/Upi Transaction,,,,,,09/09/21,,,"1,500.00",,09/09/21 11:59,,"4,209.37Cr"
8,,,UPI/MOB/125258912477/AirtelMoney,,,,,,09/09/21,,,100.00,,09/09/21 12:11,,"4,109.37Cr"
9,,,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1252139435",,,,,,09/09/21,,,871.00,,09/09/21 18:59,,"3,238.37Cr"
10,,,"POS-VISA/KRISHAN KUMAR
GARG/125219069261",,,,,,09/09/21,,,700.00,,09/09/21 19:04,,"2,538.37Cr"
